,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1369,00912,中信臺灣智慧50,1498574.0,25469617.0,17.28,17.28,16.89,16.97,-0.43,531.0
138,00913,兆豐台灣晶圓製造,186219.0,3818027.0,20.48,20.53,20.48,20.5,0.02,45.0
1370,00913,兆豐台灣晶圓製造,974271.0,19095453.0,19.85,19.85,19.46,19.59,-0.56,164.0
139,00915,凱基優選高股息30,3682149.0,93551510.0,25.38,25.51,25.3,25.42,0.04,1698.0
1371,00915,凱基優選高股息30,14193684.0,351916247.0,25.2,25.2,24.65,24.79,-0.52,7738.0
140,00916,國泰全球品牌50,390305.0,8398897.0,21.43,21.55,21.43,21.53,0.24,264.0
1372,00916,國泰全球品牌50,625343.0,13157199.0,21.12,21.12,21.0,21.05,-0.35,747.0
141,00917,中信特選金融,1520143.0,28310013.0,18.65,18.65,18.6,18.61,-0.11,137.0
1373,00917,中信特選金融,992342.0,18191954.0,18.38,18.38,18.32,18.34,-0.01,826.0
142,00918,大華優利高填息30,8669704.0,204535062.0,23.56,23.64,23.5,23.59,0.03,2418.0
1374,00918,大華優利高填息30,37475207.0,857370269.0,23.2,23.21,22.67,22.87,-0.55,18285.0
143,00919,群益台灣精選高息,43008043.0,1090462383.0,25.3,25.41,25.26,25.35,0.1,15022.0
1375,00919,群益台灣精選高息,269511530.0,6650198998.0,25.03,25.05,24.5,24.54,-0.68,152104.0
144,00920,富邦ESG綠色電力,106136.0,1487627.0,13.99,14.03,13.99,14.02,0.04,100.0
1376,00920,富邦ESG綠色電力,564997.0,7725969.0,13.71,13.72,13.65,13.67,-0.33,172.0
145,00921,兆豐龍頭等權重,916633.0,17156766.0,18.67,18.77,18.6,18.73,0.06,271.0
1377,00921,兆豐龍頭等權重,2513848.0,46296806.0,18.75,18.75,18.27,18.35,-0.43,825.0
146,00922,國泰台灣領袖50,2040261.0,39474687.0,19.37,19.4,19.3,19.35,-0.03,1361.0
1378,00922,國泰台灣領袖50,19345665.0,361236724.0,18.99,18.99,18.47,18.58,-0.55,10161.0
147,00923,群益台ESG低碳50,3265433.0,65963793.0,20.23,20.25,20.16,20.18,-0.05,2332.0
1379,00923,群益台ESG低碳50,13179566.0,256108836.0,19.73,19.73,19.29,19.41,-0.49,10645.0
148,00924,復華S&P500成長,979195.0,20301172.0,20.68,20.79,20.68,20.78,0.38,426.0
1380,00924,復華S&P500成長,2372004.0,47976437.0,20.37,20.37,20.17,20.23,-0.34,982.0
149,00925,新光標普電動車,283049.0,4735021.0,16.72,16.73,16.71,16.71,-0.03,8.0
1381,00925,新光標普電動車,365000.0,5861420.0,16.06,16.06,16.03,16.05,-0.28,7.0
150,00926,凱基全球菁英55,970619.0,19981102.0,20.52,20.61,20.5,20.61,0.33,128.0
1382,00926,凱基全球菁英55,958706.0,19203528.0,20.13,20.13,19.99,20.05,-0.35,256.0
151,00927,群益半導體收益,11620625.0,231889655.0,19.91,20.0,19.88,19.95,0.07,3061.0
1383,00927,群益半導體收益,35467382.0,678540370.0,19.41,19.41,18.95,19.02,-0.61,14528.0
152,00929,復華台灣科技優息,113333192.0,2389774296.0,21.14,21.15,21.03,21.05,-0.05,30909.0
1384,00929,復華台灣科技優息,352301354.0,7184583435.0,20.64,20.64,20.3,20.3,-0.55,145655.0
153,00930,永豐ESG低碳高息,1119457.0,23022564.0,20.53,20.62,20.49,20.59,0.06,419.0
1385,00930,永豐ESG低碳高息,7558189.0,150438581.0,20.25,20.25,19.71,19.88,-0.5,2831.0
154,00932,兆豐永續高息等權,725765.0,13010270.0,17.96,17.96,17.89,17.93,-0.03,190.0
1386,00932,兆豐永續高息等權,2735288.0,47642528.0,17.7,17.7,17.24,17.36,-0.49,867.0
155,00934,中信成長高股息,3736598.0,71566599.0,19.12,19.23,19.09,19.18,0.03,855.0
1387,00934,中信成長高股息,19222233.0,355158279.0,18.74,18.76,18.33,18.46,-0.49,3987.0
156,00935,野村臺灣新科技50,2390542.0,48442310.0,20.25,20.33,20.21,20.25,0.0,1047.0
1388,00935,野村臺灣新科技50,11439775.0,221460345.0,19.7,19.78,19.16,19.29,-0.56,6414.0
157,00936,台新永續高息中小,2675355.0,48677173.0,18.17,18.24,18.16,18.2,-0.02,1035.0
1389,00936,台新永續高息中小,9109109.0,161497476.0,18.0,18.0,17.55,17.63,-0.5,3161.0
158,00939,統一台灣高息動能,36475965.0,541582474.0,14.8,14.89,14.77,14.84,0.04,8557.0
1390,00939,統一台灣高息動能,138969794.0,1994714367.0,14.62,14.62,14.26,14.28,-0.42,59056.0
159,00940,元大台灣價值高息,136739037.0,1354113094.0,9.85,9.93,9.85,9.91,0.06,32032.0
1391,00940,元大台灣價值高息,672359110.0,6453827068.0,9.76,9.77,9.53,9.53,-0.29,221370.0
160,00941,中信上游半導體,20468364.0,316261536.0,15.42,15.47,15.42,15.45,0.11,6804.0
1392,00941,中信上游半導體,45401852.0,685329985.0,15.18,15.19,15.06,15.1,-0.15,20407.0
161,01001T,土銀富邦R1,52000.0,764420.0,14.69,14.73,14.69,14.73,0.03,5.0
1393,01001T,土銀富邦R1,85000.0,1251280.0,14.66,14.73,14.64,14.73,0.0,8.0
162,01002T,土銀國泰R1,57003.0,978739.0,17.17,17.17,17.17,17.17,0.0,9.0
1394,01002T,土銀國泰R1,5.0,86.0,,,,,0.0,1.0
163,01004T,土銀富邦R2,1016.0,13104.0,12.9,12.9,12.9,12.9,0.0,6.0
1395,01004T,土銀富邦R2,2007.0,25835.0,12.85,12.89,12.85,12.89,0.0,4.0
164,01007T,兆豐國泰R2,302000.0,5068780.0,16.8,16.8,16.75,16.8,0.0,10.0
1396,01007T,兆豐國泰R2,3002.0,50436.0,16.8,16.8,16.8,16.8,0.0,2.0
165,01009T,王道圓滿R1,29000.0,233100.0,8.02,8.04,8.02,8.04,0.03,4.0
1397,01009T,王道圓滿R1,3000.0,24030.0,8.01,8.01,8.01,8.01,0.0,2.0
166,01010T,京城樂富R1,202000.0,2029650.0,10.03,10.07,10.03,10.07,0.01,13.0
1398,01010T,京城樂富R1,37780.0,379115.0,10.06,10.06,10.03,10.06,0.0,15.0
167,020000,富邦特選蘋果N,,,,,,,0.0,
1399,020000,富邦特選蘋果N,1000.0,10720.0,10.72,10.72,10.72,10.72,0.0,1.0
168,020002,元富新中國N,,,,,,,0.0,
1400,020002,元富新中國N,,,,,,,0.0,
169,020007,凱基臺灣500N,,,,,,,0.0,
1401,020007,凱基臺灣500N,,,,,,,0.0,
170,020011,統一微波高息20N,8000.0,77550.0,9.68,9.71,9.64,9.71,0.03,4.0
1402,020011,統一微波高息20N,1000.0,9450.0,9.45,9.45,9.45,9.45,0.0,1.0
171,020012,富邦行動通訊N,,,,,,,0.0,
1403,020012,富邦行動通訊N,2000.0,19160.0,9.58,9.58,9.58,9.58,-0.31,1.0
172,020015,統一MSCI美低波N,,,,,,,0.0,
1404,020015,統一MSCI美低波N,,,,,,,0.0,
173,020016,統一MSCI美科技N,,,,,,,0.0,
1405,020016,統一MSCI美科技N,,,,,,,0.0,
174,020018,統一價值成長30N,,,,,,,0.0,
1406,020018,統一價值成長30N,7000.0,154740.0,22.6,22.6,22.0,22.0,-0.68,6.0
175,020019,統一特選台灣5GN,,,,,,,0.0,
1407,020019,統一特選台灣5GN,,,,,,,0.0,
176,02001L,富邦蘋果正二N,139000.0,3452710.0,24.99,25.09,24.55,24.55,0.07,30.0
1408,02001L,富邦蘋果正二N,129000.0,2802950.0,22.11,22.18,21.31,21.6,-1.67,71.0
177,02001R,富邦蘋果反一N,,,,,,,0.0,
1409,02001R,富邦蘋果反一N,6000.0,10420.0,1.73,1.74,1.73,1.74,0.06,4.0
178,02001S,策元大加權策略N,11000.0,74910.0,6.81,6.81,6.81,6.81,0.0,2.0
1410,02001S,策元大加權策略N,2000.0,13140.0,6.57,6.57,6.57,6.57,0.0,1.0
179,020020,元大台股領航N,84000.0,860550.0,10.29,10.29,10.22,10.22,-0.05,15.0
1411,020020,元大台股領航N,192000.0,1854480.0,9.87,9.87,9.6,9.65,-0.33,56.0
180,020028,元大特選電動車N,125000.0,1094430.0,8.72,8.82,8.71,8.78,0.11,22.0
1412,020028,元大特選電動車N,321000.0,2681430.0,8.48,8.48,8.25,8.31,-0.3,57.0
181,020029,元大ESG高股息N,47000.0,396650.0,8.43,8.45,8.41,8.41,-0.04,18.0
1413,020029,元大ESG高股息N,180000.0,1446410.0,8.15,8.16,7.96,8.0,-0.3,71.0
182,020030,統一智慧電動車N,163000.0,951360.0,5.81,5.85,5.81,5.84,0.07,21.0
1414,020030,統一智慧電動車N,201000.0,1101600.0,5.5,5.5,5.46,5.48,-0.23,11.0
183,020031,統一IC設計臺灣N,146000.0,911150.0,6.27,6.27,6.2,6.22,0.01,13.0
1415,020031,統一IC設計臺灣N,321000.0,1897120.0,5.9,5.97,5.85,5.92,-0.08,47.0
184,020032,元大綠能N,2000.0,12600.0,6.3,6.3,6.3,6.3,0.0,1.0
1416,020032,元大綠能N,58000.0,357700.0,6.22,6.23,6.11,6.11,-0.21,10.0
185,020034,元大IC設計N,53000.0,431660.0,8.06,8.17,8.06,8.15,0.09,25.0
1417,020034,元大IC設計N,390000.0,3012390.0,7.87,7.87,7.66,7.71,-0.2,58.0
186,020036,元大金融配息N,8000.0,46430.0,5.81,5.81,5.8,5.8,0.0,3.0
1418,020036,元大金融配息N,4000.0,22670.0,5.7,5.7,5.64,5.64,0.0,4.0
187,020037,元大金融高股息N,14000.0,83300.0,5.95,5.96,5.94,5.94,-0.03,8.0
1419,020037,元大金融高股息N,11000.0,63820.0,5.8,5.82,5.79,5.79,-0.16,5.0
188,020038,元大ESG配息N,35000.0,254910.0,7.3,7.3,7.26,7.27,-0.03,14.0
1420,020038,元大ESG配息N,407000.0,2820950.0,7.14,7.14,6.87,6.9,-0.24,87.0
189,020039,元大加權N,94000.0,584040.0,6.2,6.23,6.2,6.21,0.01,26.0
1421,020039,元大加權N,444000.0,2654150.0,6.15,6.15,5.94,5.97,-0.18,121.0
190,1101,台泥,17667908.0,565515135.0,32.05,32.2,31.8,32.2,-0.2,8720.0
1422,1101,台泥,44774881.0,1467851005.0,32.6,33.3,32.4,32.45,0.1,20764.0
191,1101B,台泥乙特,5556.0,270368.0,48.65,48.7,48.65,48.7,0.0,8.0
1423,1101B,台泥乙特,17001.0,826298.0,48.6,48.65,48.6,48.65,0.0,4.0
192,1102,亞泥,4676844.0,195280866.0,41.75,42.05,41.5,41.8,-0.25,3213.0
1424,1102,亞泥,5341958.0,221707625.0,41.8,41.9,41.15,41.4,-0.65,3829.0
193,1103,嘉泥,367175.0,6451940.0,17.6,17.7,17.5,17.55,-0.2,232.0
1425,1103,嘉泥,529211.0,9204527.0,17.6,17.6,17.3,17.3,-0.3,337.0
194,1104,環泥,3774659.0,123411354.0,32.6,33.0,32.5,32.65,0.05,944.0
1426,1104,環泥,2110677.0,68234345.0,32.7,32.8,32.05,32.2,-0.55,1544.0
195,1108,幸福,1135665.0,18519976.0,16.45,16.45,16.2,16.35,0.05,521.0
1427,1108,幸福,1692901.0,27303302.0,16.35,16.4,16.0,16.15,-0.15,631.0
196,1109,信大,396181.0,7639362.0,19.35,19.4,19.2,19.35,0.0,270.0
1428,1109,信大,996505.0,19880168.0,19.45,19.45,19.05,19.2,-0.25,369.0
197,1110,東泥,93114.0,1687964.0,18.3,18.4,18.05,18.2,0.05,67.0
1429,1110,東泥,276884.0,5090956.0,18.6,18.65,18.15,18.25,-0.35,152.0
198,1201,味全,333815.0,6286209.0,18.9,18.9,18.8,18.8,-0.15,343.0
1430,1201,味全,729181.0,13496711.0,18.65,18.7,18.4,18.45,-0.25,841.0
199,1203,味王,22839.0,1109404.0,48.65,48.85,48.2,48.75,-0.3,78.0
1431,1203,味王,13623.0,654604.0,48.15,48.25,47.65,48.2,0.0,92.0
200,1210,大成,1731837.0,99160624.0,57.3,57.5,57.1,57.2,-0.2,1183.0
1432,1210,大成,3428547.0,189826877.0,56.1,56.2,55.1,55.2,-1.1,3034.0
201,1213,大飲,60503.0,433541.0,7.15,7.18,7.12,7.12,0.0,15.0
1433,1213,大飲,37020.0,262122.0,7.1,7.1,7.07,7.07,-0.04,18.0
202,1215,卜蜂,295856.0,31474925.0,106.5,107.0,106.0,106.0,-1.0,739.0
1434,1215,卜蜂,807262.0,83671296.0,106.0,106.0,103.0,103.5,-1.5,1336.0
203,1216,統一,7764476.0,593630789.0,75.9,76.8,75.6,76.8,0.4,4019.0
1435,1216,統一,11512491.0,863296306.0,75.8,76.2,74.5,74.5,-2.2,7914.0
204,1217,愛之味,1078181.0,12797953.0,11.9,11.95,11.8,11.9,0.0,752.0
1436,1217,愛之味,1797043.0,21185271.0,11.9,11.95,11.7,11.7,-0.2,1264.0
205,1218,泰山,1062776.0,22694132.0,21.5,21.6,21.2,21.35,-0.15,747.0
1437,1218,泰山,1408612.0,29398867.0,21.2,21.25,20.7,20.75,-0.55,1117.0
206,1219,福壽,291624.0,5460752.0,18.9,18.9,18.65,18.65,-0.25,239.0
1438,1219,福壽,499299.0,9239416.0,18.6,18.65,18.45,18.45,-0.2,330.0
207,1220,台榮,367360.0,5509234.0,15.05,15.1,14.95,14.95,-0.1,225.0
1439,1220,台榮,546723.0,8087872.0,15.05,15.05,14.6,14.75,-0.3,353.0
208,1225,福懋油,25266.0,1441575.0,56.9,57.2,56.9,57.1,0.4,33.0
1440,1225,福懋油,19059.0,1087918.0,57.5,57.5,57.0,57.2,-0.1,30.0
209,1227,佳格,362180.0,13855778.0,38.2,38.4,38.2,38.25,-0.15,373.0
1441,1227,佳格,787900.0,29770543.0,38.1,38.15,37.55,37.65,-0.5,733.0
210,1229,聯華,675609.0,45581953.0,67.5,67.7,67.3,67.5,-0.2,935.0
1442,1229,聯華,2517990.0,167787052.0,67.5,67.5,66.0,66.3,-1.4,3803.0
211,1231,聯華食,251224.0,24227543.0,97.0,97.0,96.0,96.7,-0.3,535.0
1443,1231,聯華食,348453.0,33376591.0,97.0,97.0,95.0,95.5,-1.3,862.0
212,1232,大統益,44229.0,6456768.0,145.5,146.5,145.5,145.5,0.0,134.0
1444,1232,大統益,132162.0,19072589.0,145.0,145.0,144.0,144.5,-0.5,324.0
213,1233,天仁,23123.0,778216.0,33.9,33.9,33.5,33.6,-0.4,136.0
1445,1233,天仁,16004.0,534637.0,33.5,33.5,33.3,33.3,-0.25,19.0
214,1234,黑松,128947.0,5362758.0,41.5,41.75,41.45,41.65,0.15,141.0
1446,1234,黑松,322467.0,13287789.0,41.95,41.95,41.1,41.1,-0.5,297.0
215,1235,興泰,5012.0,413284.0,82.5,82.5,82.3,82.3,0.1,6.0
1447,1235,興泰,15115.0,1233758.0,81.9,82.4,81.3,81.7,-0.7,26.0
216,1236,宏亞,13649.0,318520.0,23.4,23.45,23.3,23.45,0.1,53.0
1448,1236,宏亞,19131.0,444817.0,23.4,23.4,23.2,23.25,0.0,57.0
217,1256,鮮活果汁-KY,14586.0,3408465.0,233.5,234.0,233.5,233.5,0.0,169.0
1449,1256,鮮活果汁-KY,31039.0,6831202.0,223.0,223.0,216.5,218.0,-6.5,443.0
218,1301,台塑,9751827.0,681010186.0,70.1,70.2,69.6,69.7,-1.2,7165.0
1450,1301,台塑,9995956.0,682897372.0,69.5,69.5,68.0,68.0,-1.6,8989.0
219,1303,南亞,8351300.0,476754249.0,56.9,57.5,56.5,57.4,0.2,4764.0
1451,1303,南亞,9522914.0,530431677.0,56.5,56.8,55.2,55.5,-1.7,6189.0
220,1304,台聚,1339205.0,21604990.0,16.2,16.2,16.1,16.1,-0.1,877.0
1452,1304,台聚,4138865.0,68023669.0,16.85,16.95,16.15,16.2,-0.5,2201.0
221,1305,華夏,1044503.0,19467949.0,18.85,18.85,18.55,18.6,-0.2,616.0
1453,1305,華夏,2316454.0,42263360.0,18.75,18.75,18.05,18.2,-0.55,1309.0
222,1307,三芳,1013941.0,29810087.0,29.8,29.8,29.05,29.45,-0.35,771.0
1454,1307,三芳,939086.0,26696030.0,28.95,28.95,28.1,28.3,-0.65,682.0
223,1308,亞聚,868061.0,16875366.0,19.65,19.65,19.35,19.35,-0.3,801.0
1455,1308,亞聚,1796871.0,34342304.0,19.6,19.6,18.95,18.95,-0.65,1545.0
224,1309,台達化,404534.0,6344261.0,15.85,15.85,15.6,15.65,-0.15,387.0
1456,1309,台達化,915606.0,14065188.0,15.85,15.85,15.1,15.3,-0.5,969.0
225,1310,台苯,927193.0,12153894.0,13.2,13.2,13.05,13.1,-0.05,1357.0
1457,1310,台苯,2378653.0,30589153.0,13.1,13.1,12.75,12.9,-0.2,3048.0
226,1312,國喬,1518321.0,20265415.0,13.35,13.4,13.25,13.35,0.0,686.0
1458,1312,國喬,3736982.0,48728997.0,13.3,13.35,12.95,12.95,-0.4,2573.0
227,1312A,國喬特,,,,,,,0.0,
1459,1312A,國喬特,,,,,,,0.0,
228,1313,聯成,795382.0,10717842.0,13.5,13.55,13.4,13.5,0.0,442.0
1460,1313,聯成,1652084.0,22351705.0,13.8,13.8,13.4,13.4,-0.15,738.0
229,1314,中石化,10505583.0,101264449.0,9.72,9.73,9.6,9.63,-0.04,2982.0
1461,1314,中石化,20422484.0,193109583.0,9.67,9.69,9.37,9.41,-0.25,5821.0
230,1315,達新,34233.0,2458054.0,71.8,72.0,71.5,71.5,-0.3,82.0
1462,1315,達新,50619.0,3602124.0,71.5,71.5,71.0,71.0,-0.5,92.0
231,1316,上曜,6816621.0,131158686.0,19.55,19.7,19.0,19.15,-0.2,3111.0
1463,1316,上曜,8428479.0,151929899.0,18.55,18.65,17.8,17.9,-0.8,3605.0
232,1319,東陽,11125733.0,1447969684.0,125.0,134.5,124.5,131.5,8.5,8129.0
1464,1319,東陽,6254021.0,794639913.0,127.5,131.0,124.0,126.5,-1.0,4570.0
233,1321,大洋,241151.0,8680576.0,35.9,36.45,35.75,36.2,0.2,136.0
1465,1321,大洋,350121.0,12478392.0,35.95,36.0,35.4,35.4,-0.6,123.0
234,1323,永裕,21043.0,653428.0,31.05,31.15,30.95,31.15,0.1,31.0
1466,1323,永裕,32247.0,999727.0,31.0,31.1,30.95,31.1,-0.05,27.0
235,1324,地球,122028.0,1796116.0,14.85,14.9,14.6,14.65,-0.15,349.0
1467,1324,地球,695258.0,10687946.0,15.25,15.75,14.85,14.85,-0.35,820.0
236,1325,恆大,407224.0,11680541.0,29.0,29.05,28.55,28.55,-0.4,390.0
1468,1325,恆大,513935.0,14129481.0,28.5,29.1,27.0,27.35,-1.2,580.0
237,1326,台化,5220874.0,287258802.0,55.1,55.3,54.7,55.3,-0.2,2743.0
1469,1326,台化,7798259.0,421640773.0,54.7,54.9,53.6,53.9,-1.1,4995.0
238,1337,再生-KY,198094.0,1446325.0,7.31,7.33,7.25,7.31,0.0,274.0
1470,1337,再生-KY,976402.0,6977398.0,7.25,7.25,7.08,7.13,-0.09,557.0
239,1338,廣華-KY,71908.0,2523302.0,35.2,35.2,35.0,35.05,-0.2,82.0
1471,1338,廣華-KY,278032.0,9370509.0,34.5,34.5,33.15,33.4,-1.2,216.0
240,1339,昭輝,279126.0,19693366.0,70.8,71.3,69.8,70.4,0.4,362.0
1472,1339,昭輝,432358.0,29860198.0,71.0,71.0,67.7,69.6,-1.3,607.0
241,1340,勝悅-KY,31410.0,313891.0,10.0,10.0,9.95,10.0,0.05,337.0
1473,1340,勝悅-KY,88638.0,885081.0,10.0,10.05,9.95,10.05,0.0,578.0
242,1341,富林-KY,23902.0,1521905.0,64.4,64.5,63.2,63.2,0.0,41.0
1474,1341,富林-KY,30743.0,1925453.0,62.8,62.8,62.4,62.8,0.0,51.0
243,1342,八貫,485301.0,63084993.0,131.5,132.0,129.0,129.5,-2.0,663.0
1475,1342,八貫,639554.0,79845110.0,126.5,127.5,123.0,124.0,-3.5,814.0
244,1402,遠東新,3477413.0,112573117.0,32.5,32.55,32.2,32.35,-0.45,2124.0
1476,1402,遠東新,7402380.0,237318552.0,32.5,32.8,31.65,31.85,-0.8,4619.0
245,1409,新纖,3152219.0,51091472.0,16.2,16.35,16.05,16.25,0.0,1011.0
1477,1409,新纖,3288055.0,52402607.0,16.3,16.3,15.8,15.9,-0.35,1439.0
246,1410,南染,107400.0,3789099.0,35.3,35.6,35.15,35.3,-0.05,116.0
1478,1410,南染,50648.0,1768731.0,35.1,35.1,34.75,34.75,-0.45,72.0
247,1413,宏洲,66252.0,610974.0,9.2,9.37,9.2,9.21,0.0,47.0
1479,1413,宏洲,155000.0,1414870.0,9.2,9.27,9.06,9.19,0.11,51.0
248,1414,東和,530407.0,9811463.0,19.15,19.15,18.15,18.45,-0.4,482.0
1480,1414,東和,793755.0,14408507.0,18.6,18.6,18.0,18.3,-0.25,597.0
249,1416,廣豐,495297.0,6136732.0,12.4,12.45,12.35,12.45,0.1,249.0
1481,1416,廣豐,1184171.0,14505013.0,12.5,12.5,12.05,12.05,-0.45,408.0
250,1417,嘉裕,260940.0,2946461.0,11.3,11.4,11.25,11.3,0.05,385.0
1482,1417,嘉裕,351236.0,3913725.0,11.3,11.3,11.0,11.1,-0.2,969.0
251,1418,東華,72181.0,2415735.0,33.2,33.75,33.2,33.4,-0.15,124.0
1483,1418,東華,42884.0,1423873.0,33.45,33.6,32.8,33.1,-0.35,147.0
252,1419,新紡,38834.0,1829777.0,47.1,47.3,47.0,47.2,0.0,44.0
1484,1419,新紡,110760.0,5158633.0,47.2,47.3,45.8,46.5,-0.8,185.0
253,1423,利華,51330.0,1594157.0,31.05,31.1,31.05,31.05,0.0,192.0
1485,1423,利華,244535.0,7573814.0,31.0,31.1,30.9,31.05,0.0,319.0
254,1432,大魯閣,258898.0,4700554.0,18.2,18.4,18.05,18.15,0.0,326.0
1486,1432,大魯閣,455436.0,8004968.0,18.0,18.0,17.5,17.55,-0.45,645.0
255,1434,福懋,1583100.0,35493119.0,22.35,22.6,22.2,22.55,0.1,1169.0
1487,1434,福懋,1806185.0,40231561.0,22.45,22.45,22.2,22.25,-0.3,1656.0
256,1435,中福,6907.0,345479.0,48.0,52.3,48.0,52.0,2.5,485.0
1488,1435,中福,6262.0,302417.0,48.35,48.65,48.0,48.0,-4.7,70.0
257,1436,華友聯,236487.0,26187617.0,108.5,112.5,108.5,110.5,1.5,235.0
1489,1436,華友聯,455090.0,50261167.0,114.5,114.5,108.5,109.5,-5.0,399.0
258,1437,勤益控,84912.0,2762305.0,32.5,32.7,32.4,32.6,0.15,116.0
1490,1437,勤益控,334213.0,10714910.0,32.7,32.7,31.85,31.9,-0.8,263.0
259,1438,三地開發,193985.0,9909358.0,50.1,52.0,49.95,51.7,1.3,162.0
1491,1438,三地開發,874017.0,45172989.0,55.0,55.0,50.2,51.4,-3.4,727.0
260,1439,雋揚,19000.0,501800.0,26.25,26.5,26.25,26.45,-0.15,17.0
1492,1439,雋揚,52476.0,1372613.0,26.25,26.35,26.0,26.05,-0.5,71.0
261,1440,南紡,1241902.0,19632991.0,15.95,15.95,15.7,15.8,-0.15,587.0
1493,1440,南紡,1529659.0,23814149.0,15.85,15.85,15.45,15.45,-0.4,784.0
262,1441,大東,27935.0,376549.0,13.55,13.55,13.3,13.5,0.05,157.0
1494,1441,大東,102062.0,1333335.0,13.35,13.35,12.95,13.05,-0.35,328.0
263,1442,名軒,2195884.0,105046816.0,46.5,48.35,46.4,48.05,1.65,1374.0
1495,1442,名軒,2466968.0,118382229.0,48.8,49.25,47.4,48.1,-0.45,1589.0
264,1443,立益物流,50003.0,1428284.0,28.65,28.65,28.4,28.55,-0.1,31.0
1496,1443,立益物流,91734.0,2615075.0,28.55,28.55,28.45,28.55,0.0,69.0
265,1444,力麗,1148425.0,10489496.0,9.18,9.18,9.11,9.13,-0.05,861.0
1497,1444,力麗,2748927.0,24795907.0,9.11,9.11,8.96,8.96,-0.16,1623.0
266,1445,大宇,726905.0,16178399.0,22.3,22.4,22.1,22.4,0.1,433.0
1498,1445,大宇,1015989.0,22208835.0,22.4,22.4,21.7,21.85,-0.55,505.0
267,1446,宏和,502384.0,17917287.0,35.0,36.4,34.95,36.2,1.2,278.0
1499,1446,宏和,227355.0,7827914.0,35.65,35.65,33.9,34.1,-1.6,306.0
268,1447,力鵬,556336.0,4420380.0,7.99,7.99,7.92,7.94,-0.02,333.0
1500,1447,力鵬,1925028.0,14927252.0,7.88,7.88,7.7,7.7,-0.18,922.0
269,1449,佳和,478981.0,8977189.0,18.9,18.95,18.6,18.65,-0.25,445.0
1501,1449,佳和,742281.0,13453133.0,18.6,18.6,17.95,18.1,-0.45,488.0
270,1451,年興,474037.0,9552577.0,19.85,20.35,19.85,20.2,0.35,322.0
1502,1451,年興,247528.0,4943514.0,20.35,20.35,19.8,19.9,-0.4,257.0
271,1452,宏益,90897.0,1532940.0,17.0,17.0,16.75,17.0,-0.05,285.0
1503,1452,宏益,255725.0,4259907.0,16.95,16.95,16.5,16.55,-0.4,160.0
272,1453,大將,11037536.0,251230347.0,23.25,23.25,21.4,23.25,2.1,5804.0
1504,1453,大將,1791416.0,41150696.0,24.8,24.8,22.35,22.35,-2.45,1373.0
273,1454,台富,24022.0,380828.0,15.9,16.05,15.8,15.95,0.05,22.0
1505,1454,台富,16222.0,253762.0,15.5,15.9,15.5,15.65,-0.2,20.0
274,1455,集盛,4164848.0,55769793.0,13.75,13.75,13.15,13.3,-0.45,1589.0
1506,1455,集盛,2914448.0,36579605.0,12.7,12.8,12.35,12.6,-0.2,1125.0
275,1456,怡華,134464.0,2728992.0,20.65,20.75,20.05,20.3,0.0,92.0
1507,1456,怡華,265762.0,5193511.0,20.1,20.1,19.2,19.25,-1.0,138.0
276,1457,宜進,276884.0,5625583.0,20.55,20.55,20.15,20.3,-0.25,256.0
1508,1457,宜進,803745.0,16064199.0,20.15,20.15,19.8,19.9,-0.3,396.0
277,1459,聯發,56226.0,555680.0,9.91,9.91,9.83,9.84,-0.07,152.0
1509,1459,聯發,53823.0,530706.0,9.94,9.98,9.81,9.81,-0.13,116.0
278,1460,宏遠,1112685.0,8932963.0,8.15,8.15,7.99,7.99,-0.16,484.0
1510,1460,宏遠,901815.0,7014903.0,7.95,7.95,7.7,7.8,-0.16,483.0
279,1463,強盛,95729.0,1761953.0,18.45,18.5,18.35,18.35,-0.1,102.0
1511,1463,強盛,147735.0,2663909.0,18.2,18.2,17.95,18.05,-0.25,95.0
280,1464,得力,450466.0,5907533.0,13.1,13.15,13.0,13.05,-0.05,230.0
1512,1464,得力,375459.0,4857488.0,13.05,13.05,12.9,13.0,-0.05,388.0
281,1465,偉全,65164.0,972429.0,14.95,15.05,14.85,14.9,0.1,65.0
1513,1465,偉全,55270.0,817286.0,14.9,14.95,14.65,14.75,-0.15,77.0
282,1466,聚隆,109155.0,1422158.0,13.2,13.25,12.95,12.95,-0.1,128.0
1514,1466,聚隆,165619.0,2059354.0,12.65,12.65,12.25,12.25,-0.4,254.0
283,1467,南緯,3641073.0,42435808.0,11.85,11.85,11.5,11.6,-0.05,472.0
1515,1467,南緯,5003157.0,56805464.0,11.15,11.6,11.1,11.35,0.05,655.0
284,1468,昶和,42135.0,570088.0,13.5,13.6,13.45,13.6,-0.1,35.0
1516,1468,昶和,93040.0,1187702.0,13.35,13.45,12.5,12.6,-0.9,52.0
285,1470,大統新創,9000.0,179600.0,19.85,20.2,19.85,20.2,0.0,7.0
1517,1470,大統新創,,,,,,,0.0,
286,1471,首利,1157644.0,18296056.0,15.9,15.95,15.7,15.9,0.0,738.0
1518,1471,首利,1226999.0,18560835.0,15.55,15.55,14.9,15.0,-0.6,785.0
287,1472,三洋實業,79938.0,5806952.0,73.5,73.5,72.1,72.2,-1.4,278.0
